timestamp,config,trial_id,target,read_success,write_success,write_blocked,read_latency_ms,write_latency_ms,ttc_s,read_output,write_output
2026-05-08 12:48:39,mediated,6,10.0.0.12,0,0,1,59.3147,56.6901,,"Connection to (10.0.0.12, 502) failed: [Errno 111] Connection refused | Connection to (10.0.0.12, 502) failed: [Errno 111] Connection refused | Traceback (most recent call last): |   File ""/home/cornelius/AF-CDI-MediateLab/clients/modbus_read.py"", line 11, in <module> |     result = client.read_holding_registers(address=10, count=1, slave=1) |   File ""/home/cornelius/AF-CDI-MediateLab/venv/lib/python3.10/site-packages/pymodbus/client/mixin.py"", line 107, in read_holding_registers |     return self.execute( |   File ""/home/cornelius/AF-CDI-MediateLab/venv/lib/python3.10/site-packages/pymodbus/client/base.py"", line 395, in execute |     raise ConnectionException(f""Failed to connect[{self!s}]"") | pymodbus.exceptions.ConnectionException: Modbus Error: [Connection] Failed to connect[ModbusTcpClient 10.0.0.12:502]","Connection to (10.0.0.12, 502) failed: [Errno 111] Connection refused | WRITE FAILED / BLOCKED: connection could not be established"
2026-05-08 12:48:39,mediated,6,10.0.0.13,0,0,1,62.8645,53.6892,,"Connection to (10.0.0.13, 502) failed: [Errno 111] Connection refused | Connection to (10.0.0.13, 502) failed: [Errno 111] Connection refused | Traceback (most recent call last): |   File ""/home/cornelius/AF-CDI-MediateLab/clients/modbus_read.py"", line 11, in <module> |     result = client.read_holding_registers(address=10, count=1, slave=1) |   File ""/home/cornelius/AF-CDI-MediateLab/venv/lib/python3.10/site-packages/pymodbus/client/mixin.py"", line 107, in read_holding_registers |     return self.execute( |   File ""/home/cornelius/AF-CDI-MediateLab/venv/lib/python3.10/site-packages/pymodbus/client/base.py"", line 395, in execute |     raise ConnectionException(f""Failed to connect[{self!s}]"") | pymodbus.exceptions.ConnectionException: Modbus Error: [Connection] Failed to connect[ModbusTcpClient 10.0.0.13:502]","Connection to (10.0.0.13, 502) failed: [Errno 111] Connection refused | WRITE FAILED / BLOCKED: connection could not be established"
2026-05-08 12:48:40,mediated,6,10.0.0.14,0,0,1,65.3667,60.1192,,"Connection to (10.0.0.14, 502) failed: [Errno 111] Connection refused | Connection to (10.0.0.14, 502) failed: [Errno 111] Connection refused | Traceback (most recent call last): |   File ""/home/cornelius/AF-CDI-MediateLab/clients/modbus_read.py"", line 11, in <module> |     result = client.read_holding_registers(address=10, count=1, slave=1) |   File ""/home/cornelius/AF-CDI-MediateLab/venv/lib/python3.10/site-packages/pymodbus/client/mixin.py"", line 107, in read_holding_registers |     return self.execute( |   File ""/home/cornelius/AF-CDI-MediateLab/venv/lib/python3.10/site-packages/pymodbus/client/base.py"", line 395, in execute |     raise ConnectionException(f""Failed to connect[{self!s}]"") | pymodbus.exceptions.ConnectionException: Modbus Error: [Connection] Failed to connect[ModbusTcpClient 10.0.0.14:502]","Connection to (10.0.0.14, 502) failed: [Errno 111] Connection refused | WRITE FAILED / BLOCKED: connection could not be established"
2026-05-08 12:48:40,mediated,6,10.0.0.15,0,0,1,71.4793,58.6478,,"Connection to (10.0.0.15, 502) failed: [Errno 111] Connection refused | Connection to (10.0.0.15, 502) failed: [Errno 111] Connection refused | Traceback (most recent call last): |   File ""/home/cornelius/AF-CDI-MediateLab/clients/modbus_read.py"", line 11, in <module> |     result = client.read_holding_registers(address=10, count=1, slave=1) |   File ""/home/cornelius/AF-CDI-MediateLab/venv/lib/python3.10/site-packages/pymodbus/client/mixin.py"", line 107, in read_holding_registers |     return self.execute( |   File ""/home/cornelius/AF-CDI-MediateLab/venv/lib/python3.10/site-packages/pymodbus/client/base.py"", line 395, in execute |     raise ConnectionException(f""Failed to connect[{self!s}]"") | pymodbus.exceptions.ConnectionException: Modbus Error: [Connection] Failed to connect[ModbusTcpClient 10.0.0.15:502]","Connection to (10.0.0.15, 502) failed: [Errno 111] Connection refused | WRITE FAILED / BLOCKED: connection could not be established"
2026-05-08 12:48:43,mediated,7,10.0.0.11,1,0,1,65.9889,3070.6824,,READ SUCCESS: [0],WRITE FAILED / BLOCKED
2026-05-08 12:48:44,mediated,7,10.0.0.12,0,0,1,58.4987,57.2763,,"Connection to (10.0.0.12, 502) failed: [Errno 111] Connection refused | Connection to (10.0.0.12, 502) failed: [Errno 111] Connection refused | Traceback (most recent call last): |   File ""/home/cornelius/AF-CDI-MediateLab/clients/modbus_read.py"", line 11, in <module> |     result = client.read_holding_registers(address=10, count=1, slave=1) |   File ""/home/cornelius/AF-CDI-MediateLab/venv/lib/python3.10/site-packages/pymodbus/client/mixin.py"", line 107, in read_holding_registers |     return self.execute( |   File ""/home/cornelius/AF-CDI-MediateLab/venv/lib/python3.10/site-packages/pymodbus/client/base.py"", line 395, in execute |     raise ConnectionException(f""Failed to connect[{self!s}]"") | pymodbus.exceptions.ConnectionException: Modbus Error: [Connection] Failed to connect[ModbusTcpClient 10.0.0.12:502]","Connection to (10.0.0.12, 502) failed: [Errno 111] Connection refused | WRITE FAILED / BLOCKED: connection could not be established"
2026-05-08 12:48:44,mediated,7,10.0.0.13,0,0,1,63.5199,63.7355,,"Connection to (10.0.0.13, 502) failed: [Errno 111] Connection refused | Connection to (10.0.0.13, 502) failed: [Errno 111] Connection refused | Traceback (most recent call last): |   File ""/home/cornelius/AF-CDI-MediateLab/clients/modbus_read.py"", line 11, in <module> |     result = client.read_holding_registers(address=10, count=1, slave=1) |   File ""/home/cornelius/AF-CDI-MediateLab/venv/lib/python3.10/site-packages/pymodbus/client/mixin.py"", line 107, in read_holding_registers |     return self.execute( |   File ""/home/cornelius/AF-CDI-MediateLab/venv/lib/python3.10/site-packages/pymodbus/client/base.py"", line 395, in execute |     raise ConnectionException(f""Failed to connect[{self!s}]"") | pymodbus.exceptions.ConnectionException: Modbus Error: [Connection] Failed to connect[ModbusTcpClient 10.0.0.13:502]","Connection to (10.0.0.13, 502) failed: [Errno 111] Connection refused | WRITE FAILED / BLOCKED: connection could not be established"
2026-05-08 12:48:44,mediated,7,10.0.0.14,0,0,1,58.7339,54.0664,,"Connection to (10.0.0.14, 502) failed: [Errno 111] Connection refused | Connection to (10.0.0.14, 502) failed: [Errno 111] Connection refused | Traceback (most recent call last): |   File ""/home/cornelius/AF-CDI-MediateLab/clients/modbus_read.py"", line 11, in <module> |     result = client.read_holding_registers(address=10, count=1, slave=1) |   File ""/home/cornelius/AF-CDI-MediateLab/venv/lib/python3.10/site-packages/pymodbus/client/mixin.py"", line 107, in read_holding_registers |     return self.execute( |   File ""/home/cornelius/AF-CDI-MediateLab/venv/lib/python3.10/site-packages/pymodbus/client/base.py"", line 395, in execute |     raise ConnectionException(f""Failed to connect[{self!s}]"") | pymodbus.exceptions.ConnectionException: Modbus Error: [Connection] Failed to connect[ModbusTcpClient 10.0.0.14:502]","Connection to (10.0.0.14, 502) failed: [Errno 111] Connection refused | WRITE FAILED / BLOCKED: connection could not be established"
2026-05-08 12:48:45,mediated,7,10.0.0.15,0,0,1,70.5967,59.5574,,"Connection to (10.0.0.15, 502) failed: [Errno 111] Connection refused | Connection to (10.0.0.15, 502) failed: [Errno 111] Connection refused | Traceback (most recent call last): |   File ""/home/cornelius/AF-CDI-MediateLab/clients/modbus_read.py"", line 11, in <module> |     result = client.read_holding_registers(address=10, count=1, slave=1) |   File ""/home/cornelius/AF-CDI-MediateLab/venv/lib/python3.10/site-packages/pymodbus/client/mixin.py"", line 107, in read_holding_registers |     return self.execute( |   File ""/home/cornelius/AF-CDI-MediateLab/venv/lib/python3.10/site-packages/pymodbus/client/base.py"", line 395, in execute |     raise ConnectionException(f""Failed to connect[{self!s}]"") | pymodbus.exceptions.ConnectionException: Modbus Error: [Connection] Failed to connect[ModbusTcpClient 10.0.0.15:502]","Connection to (10.0.0.15, 502) failed: [Errno 111] Connection refused | WRITE FAILED / BLOCKED: connection could not be established"
2026-05-08 12:48:48,mediated,8,10.0.0.11,1,0,1,62.4843,3064.6725,,READ SUCCESS: [0],WRITE FAILED / BLOCKED
2026-05-08 12:48:48,mediated,8,10.0.0.12,0,0,1,63.3494,53.4334,,"Connection to (10.0.0.12, 502) failed: [Errno 111] Connection refused | Connection to (10.0.0.12, 502) failed: [Errno 111] Connection refused | Traceback (most recent call last): |   File ""/home/cornelius/AF-CDI-MediateLab/clients/modbus_read.py"", line 11, in <module> |     result = client.read_holding_registers(address=10, count=1, slave=1) |   File ""/home/cornelius/AF-CDI-MediateLab/venv/lib/python3.10/site-packages/pymodbus/client/mixin.py"", line 107, in read_holding_registers |     return self.execute( |   File ""/home/cornelius/AF-CDI-MediateLab/venv/lib/python3.10/site-packages/pymodbus/client/base.py"", line 395, in execute |     raise ConnectionException(f""Failed to connect[{self!s}]"") | pymodbus.exceptions.ConnectionException: Modbus Error: [Connection] Failed to connect[ModbusTcpClient 10.0.0.12:502]","Connection to (10.0.0.12, 502) failed: [Errno 111] Connection refused | WRITE FAILED / BLOCKED: connection could not be established"
2026-05-08 12:48:49,mediated,8,10.0.0.13,0,0,1,66.0779,54.4552,,"Connection to (10.0.0.13, 502) failed: [Errno 111] Connection refused | Connection to (10.0.0.13, 502) failed: [Errno 111] Connection refused | Traceback (most recent call last): |   File ""/home/cornelius/AF-CDI-MediateLab/clients/modbus_read.py"", line 11, in <module> |     result = client.read_holding_registers(address=10, count=1, slave=1) |   File ""/home/cornelius/AF-CDI-MediateLab/venv/lib/python3.10/site-packages/pymodbus/client/mixin.py"", line 107, in read_holding_registers |     return self.execute( |   File ""/home/cornelius/AF-CDI-MediateLab/venv/lib/python3.10/site-packages/pymodbus/client/base.py"", line 395, in execute |     raise ConnectionException(f""Failed to connect[{self!s}]"") | pymodbus.exceptions.ConnectionException: Modbus Error: [Connection] Failed to connect[ModbusTcpClient 10.0.0.13:502]","Connection to (10.0.0.13, 502) failed: [Errno 111] Connection refused | WRITE FAILED / BLOCKED: connection could not be established"
2026-05-08 12:48:49,mediated,8,10.0.0.14,0,0,1,61.839,62.4647,,"Connection to (10.0.0.14, 502) failed: [Errno 111] Connection refused | Connection to (10.0.0.14, 502) failed: [Errno 111] Connection refused | Traceback (most recent call last): |   File ""/home/cornelius/AF-CDI-MediateLab/clients/modbus_read.py"", line 11, in <module> |     result = client.read_holding_registers(address=10, count=1, slave=1) |   File ""/home/cornelius/AF-CDI-MediateLab/venv/lib/python3.10/site-packages/pymodbus/client/mixin.py"", line 107, in read_holding_registers |     return self.execute( |   File ""/home/cornelius/AF-CDI-MediateLab/venv/lib/python3.10/site-packages/pymodbus/client/base.py"", line 395, in execute |     raise ConnectionException(f""Failed to connect[{self!s}]"") | pymodbus.exceptions.ConnectionException: Modbus Error: [Connection] Failed to connect[ModbusTcpClient 10.0.0.14:502]","Connection to (10.0.0.14, 502) failed: [Errno 111] Connection refused | WRITE FAILED / BLOCKED: connection could not be established"
2026-05-08 12:48:49,mediated,8,10.0.0.15,0,0,1,65.5681,58.195,,"Connection to (10.0.0.15, 502) failed: [Errno 111] Connection refused | Connection to (10.0.0.15, 502) failed: [Errno 111] Connection refused | Traceback (most recent call last): |   File ""/home/cornelius/AF-CDI-MediateLab/clients/modbus_read.py"", line 11, in <module> |     result = client.read_holding_registers(address=10, count=1, slave=1) |   File ""/home/cornelius/AF-CDI-MediateLab/venv/lib/python3.10/site-packages/pymodbus/client/mixin.py"", line 107, in read_holding_registers |     return self.execute( |   File ""/home/cornelius/AF-CDI-MediateLab/venv/lib/python3.10/site-packages/pymodbus/client/base.py"", line 395, in execute |     raise ConnectionException(f""Failed to connect[{self!s}]"") | pymodbus.exceptions.ConnectionException: Modbus Error: [Connection] Failed to connect[ModbusTcpClient 10.0.0.15:502]","Connection to (10.0.0.15, 502) failed: [Errno 111] Connection refused | WRITE FAILED / BLOCKED: connection could not be established"
2026-05-08 12:48:53,mediated,9,10.0.0.11,1,0,1,61.8259,3067.7663,,READ SUCCESS: [0],WRITE FAILED / BLOCKED
2026-05-08 12:48:53,mediated,9,10.0.0.12,0,0,1,63.7581,57.0688,,"Connection to (10.0.0.12, 502) failed: [Errno 111] Connection refused | Connection to (10.0.0.12, 502) failed: [Errno 111] Connection refused | Traceback (most recent call last): |   File ""/home/cornelius/AF-CDI-MediateLab/clients/modbus_read.py"", line 11, in <module> |     result = client.read_holding_registers(address=10, count=1, slave=1) |   File ""/home/cornelius/AF-CDI-MediateLab/venv/lib/python3.10/site-packages/pymodbus/client/mixin.py"", line 107, in read_holding_registers |     return self.execute( |   File ""/home/cornelius/AF-CDI-MediateLab/venv/lib/python3.10/site-packages/pymodbus/client/base.py"", line 395, in execute |     raise ConnectionException(f""Failed to connect[{self!s}]"") | pymodbus.exceptions.ConnectionException: Modbus Error: [Connection] Failed to connect[ModbusTcpClient 10.0.0.12:502]","Connection to (10.0.0.12, 502) failed: [Errno 111] Connection refused | WRITE FAILED / BLOCKED: connection could not be established"
2026-05-08 12:48:53,mediated,9,10.0.0.13,0,0,1,64.4435,53.8648,,"Connection to (10.0.0.13, 502) failed: [Errno 111] Connection refused | Connection to (10.0.0.13, 502) failed: [Errno 111] Connection refused | Traceback (most recent call last): |   File ""/home/cornelius/AF-CDI-MediateLab/clients/modbus_read.py"", line 11, in <module> |     result = client.read_holding_registers(address=10, count=1, slave=1) |   File ""/home/cornelius/AF-CDI-MediateLab/venv/lib/python3.10/site-packages/pymodbus/client/mixin.py"", line 107, in read_holding_registers |     return self.execute( |   File ""/home/cornelius/AF-CDI-MediateLab/venv/lib/python3.10/site-packages/pymodbus/client/base.py"", line 395, in execute |     raise ConnectionException(f""Failed to connect[{self!s}]"") | pymodbus.exceptions.ConnectionException: Modbus Error: [Connection] Failed to connect[ModbusTcpClient 10.0.0.13:502]","Connection to (10.0.0.13, 502) failed: [Errno 111] Connection refused | WRITE FAILED / BLOCKED: connection could not be established"
2026-05-08 12:48:54,mediated,9,10.0.0.14,0,0,1,63.7854,56.9989,,"Connection to (10.0.0.14, 502) failed: [Errno 111] Connection refused | Connection to (10.0.0.14, 502) failed: [Errno 111] Connection refused | Traceback (most recent call last): |   File ""/home/cornelius/AF-CDI-MediateLab/clients/modbus_read.py"", line 11, in <module> |     result = client.read_holding_registers(address=10, count=1, slave=1) |   File ""/home/cornelius/AF-CDI-MediateLab/venv/lib/python3.10/site-packages/pymodbus/client/mixin.py"", line 107, in read_holding_registers |     return self.execute( |   File ""/home/cornelius/AF-CDI-MediateLab/venv/lib/python3.10/site-packages/pymodbus/client/base.py"", line 395, in execute |     raise ConnectionException(f""Failed to connect[{self!s}]"") | pymodbus.exceptions.ConnectionException: Modbus Error: [Connection] Failed to connect[ModbusTcpClient 10.0.0.14:502]","Connection to (10.0.0.14, 502) failed: [Errno 111] Connection refused | WRITE FAILED / BLOCKED: connection could not be established"
2026-05-08 12:48:54,mediated,9,10.0.0.15,0,0,1,63.01,56.4516,,"Connection to (10.0.0.15, 502) failed: [Errno 111] Connection refused | Connection to (10.0.0.15, 502) failed: [Errno 111] Connection refused | Traceback (most recent call last): |   File ""/home/cornelius/AF-CDI-MediateLab/clients/modbus_read.py"", line 11, in <module> |     result = client.read_holding_registers(address=10, count=1, slave=1) |   File ""/home/cornelius/AF-CDI-MediateLab/venv/lib/python3.10/site-packages/pymodbus/client/mixin.py"", line 107, in read_holding_registers |     return self.execute( |   File ""/home/cornelius/AF-CDI-MediateLab/venv/lib/python3.10/site-packages/pymodbus/client/base.py"", line 395, in execute |     raise ConnectionException(f""Failed to connect[{self!s}]"") | pymodbus.exceptions.ConnectionException: Modbus Error: [Connection] Failed to connect[ModbusTcpClient 10.0.0.15:502]","Connection to (10.0.0.15, 502) failed: [Errno 111] Connection refused | WRITE FAILED / BLOCKED: connection could not be established"
2026-05-08 12:48:57,mediated,10,10.0.0.11,1,0,1,65.2536,3067.2689,,READ SUCCESS: [0],WRITE FAILED / BLOCKED
2026-05-08 12:48:57,mediated,10,10.0.0.12,0,0,1,65.967,58.6043,,"Connection to (10.0.0.12, 502) failed: [Errno 111] Connection refused | Connection to (10.0.0.12, 502) failed: [Errno 111] Connection refused | Traceback (most recent call last): |   File ""/home/cornelius/AF-CDI-MediateLab/clients/modbus_read.py"", line 11, in <module> |     result = client.read_holding_registers(address=10, count=1, slave=1) |   File ""/home/cornelius/AF-CDI-MediateLab/venv/lib/python3.10/site-packages/pymodbus/client/mixin.py"", line 107, in read_holding_registers |     return self.execute( |   File ""/home/cornelius/AF-CDI-MediateLab/venv/lib/python3.10/site-packages/pymodbus/client/base.py"", line 395, in execute |     raise ConnectionException(f""Failed to connect[{self!s}]"") | pymodbus.exceptions.ConnectionException: Modbus Error: [Connection] Failed to connect[ModbusTcpClient 10.0.0.12:502]","Connection to (10.0.0.12, 502) failed: [Errno 111] Connection refused | WRITE FAILED / BLOCKED: connection could not be established"
2026-05-08 12:48:58,mediated,10,10.0.0.13,0,0,1,65.5863,66.1053,,"Connection to (10.0.0.13, 502) failed: [Errno 111] Connection refused | Connection to (10.0.0.13, 502) failed: [Errno 111] Connection refused | Traceback (most recent call last): |   File ""/home/cornelius/AF-CDI-MediateLab/clients/modbus_read.py"", line 11, in <module> |     result = client.read_holding_registers(address=10, count=1, slave=1) |   File ""/home/cornelius/AF-CDI-MediateLab/venv/lib/python3.10/site-packages/pymodbus/client/mixin.py"", line 107, in read_holding_registers |     return self.execute( |   File ""/home/cornelius/AF-CDI-MediateLab/venv/lib/python3.10/site-packages/pymodbus/client/base.py"", line 395, in execute |     raise ConnectionException(f""Failed to connect[{self!s}]"") | pymodbus.exceptions.ConnectionException: Modbus Error: [Connection] Failed to connect[ModbusTcpClient 10.0.0.13:502]","Connection to (10.0.0.13, 502) failed: [Errno 111] Connection refused | WRITE FAILED / BLOCKED: connection could not be established"
2026-05-08 12:48:58,mediated,10,10.0.0.14,0,0,1,55.8542,61.3939,,"Connection to (10.0.0.14, 502) failed: [Errno 111] Connection refused | Connection to (10.0.0.14, 502) failed: [Errno 111] Connection refused | Traceback (most recent call last): |   File ""/home/cornelius/AF-CDI-MediateLab/clients/modbus_read.py"", line 11, in <module> |     result = client.read_holding_registers(address=10, count=1, slave=1) |   File ""/home/cornelius/AF-CDI-MediateLab/venv/lib/python3.10/site-packages/pymodbus/client/mixin.py"", line 107, in read_holding_registers |     return self.execute( |   File ""/home/cornelius/AF-CDI-MediateLab/venv/lib/python3.10/site-packages/pymodbus/client/base.py"", line 395, in execute |     raise ConnectionException(f""Failed to connect[{self!s}]"") | pymodbus.exceptions.ConnectionException: Modbus Error: [Connection] Failed to connect[ModbusTcpClient 10.0.0.14:502]","Connection to (10.0.0.14, 502) failed: [Errno 111] Connection refused | WRITE FAILED / BLOCKED: connection could not be established"
2026-05-08 12:48:58,mediated,10,10.0.0.15,0,0,1,64.2409,55.7617,,"Connection to (10.0.0.15, 502) failed: [Errno 111] Connection refused | Connection to (10.0.0.15, 502) failed: [Errno 111] Connection refused | Traceback (most recent call last): |   File ""/home/cornelius/AF-CDI-MediateLab/clients/modbus_read.py"", line 11, in <module> |     result = client.read_holding_registers(address=10, count=1, slave=1) |   File ""/home/cornelius/AF-CDI-MediateLab/venv/lib/python3.10/site-packages/pymodbus/client/mixin.py"", line 107, in read_holding_registers |     return self.execute( |   File ""/home/cornelius/AF-CDI-MediateLab/venv/lib/python3.10/site-packages/pymodbus/client/base.py"", line 395, in execute |     raise ConnectionException(f""Failed to connect[{self!s}]"") | pymodbus.exceptions.ConnectionException: Modbus Error: [Connection] Failed to connect[ModbusTcpClient 10.0.0.15:502]","Connection to (10.0.0.15, 502) failed: [Errno 111] Connection refused | WRITE FAILED / BLOCKED: connection could not be established"
2026-05-08 12:49:02,mediated,11,10.0.0.11,1,0,1,61.0228,3059.7372,,READ SUCCESS: [0],WRITE FAILED / BLOCKED
2026-05-08 12:49:02,mediated,11,10.0.0.12,0,0,1,60.2132,59.2567,,"Connection to (10.0.0.12, 502) failed: [Errno 111] Connection refused | Connection to (10.0.0.12, 502) failed: [Errno 111] Connection refused | Traceback (most recent call last): |   File ""/home/cornelius/AF-CDI-MediateLab/clients/modbus_read.py"", line 11, in <module> |     result = client.read_holding_registers(address=10, count=1, slave=1) |   File ""/home/cornelius/AF-CDI-MediateLab/venv/lib/python3.10/site-packages/pymodbus/client/mixin.py"", line 107, in read_holding_registers |     return self.execute( |   File ""/home/cornelius/AF-CDI-MediateLab/venv/lib/python3.10/site-packages/pymodbus/client/base.py"", line 395, in execute |     raise ConnectionException(f""Failed to connect[{self!s}]"") | pymodbus.exceptions.ConnectionException: Modbus Error: [Connection] Failed to connect[ModbusTcpClient 10.0.0.12:502]","Connection to (10.0.0.12, 502) failed: [Errno 111] Connection refused | WRITE FAILED / BLOCKED: connection could not be established"
2026-05-08 12:49:02,mediated,11,10.0.0.13,0,0,1,62.0709,61.5993,,"Connection to (10.0.0.13, 502) failed: [Errno 111] Connection refused | Connection to (10.0.0.13, 502) failed: [Errno 111] Connection refused | Traceback (most recent call last): |   File ""/home/cornelius/AF-CDI-MediateLab/clients/modbus_read.py"", line 11, in <module> |     result = client.read_holding_registers(address=10, count=1, slave=1) |   File ""/home/cornelius/AF-CDI-MediateLab/venv/lib/python3.10/site-packages/pymodbus/client/mixin.py"", line 107, in read_holding_registers |     return self.execute( |   File ""/home/cornelius/AF-CDI-MediateLab/venv/lib/python3.10/site-packages/pymodbus/client/base.py"", line 395, in execute |     raise ConnectionException(f""Failed to connect[{self!s}]"") | pymodbus.exceptions.ConnectionException: Modbus Error: [Connection] Failed to connect[ModbusTcpClient 10.0.0.13:502]","Connection to (10.0.0.13, 502) failed: [Errno 111] Connection refused | WRITE FAILED / BLOCKED: connection could not be established"
2026-05-08 12:49:03,mediated,11,10.0.0.14,0,0,1,60.5605,59.7929,,"Connection to (10.0.0.14, 502) failed: [Errno 111] Connection refused | Connection to (10.0.0.14, 502) failed: [Errno 111] Connection refused | Traceback (most recent call last): |   File ""/home/cornelius/AF-CDI-MediateLab/clients/modbus_read.py"", line 11, in <module> |     result = client.read_holding_registers(address=10, count=1, slave=1) |   File ""/home/cornelius/AF-CDI-MediateLab/venv/lib/python3.10/site-packages/pymodbus/client/mixin.py"", line 107, in read_holding_registers |     return self.execute( |   File ""/home/cornelius/AF-CDI-MediateLab/venv/lib/python3.10/site-packages/pymodbus/client/base.py"", line 395, in execute |     raise ConnectionException(f""Failed to connect[{self!s}]"") | pymodbus.exceptions.ConnectionException: Modbus Error: [Connection] Failed to connect[ModbusTcpClient 10.0.0.14:502]","Connection to (10.0.0.14, 502) failed: [Errno 111] Connection refused | WRITE FAILED / BLOCKED: connection could not be established"
2026-05-08 12:49:03,mediated,11,10.0.0.15,0,0,1,88.066,69.8133,,"Connection to (10.0.0.15, 502) failed: [Errno 111] Connection refused | Connection to (10.0.0.15, 502) failed: [Errno 111] Connection refused | Traceback (most recent call last): |   File ""/home/cornelius/AF-CDI-MediateLab/clients/modbus_read.py"", line 11, in <module> |     result = client.read_holding_registers(address=10, count=1, slave=1) |   File ""/home/cornelius/AF-CDI-MediateLab/venv/lib/python3.10/site-packages/pymodbus/client/mixin.py"", line 107, in read_holding_registers |     return self.execute( |   File ""/home/cornelius/AF-CDI-MediateLab/venv/lib/python3.10/site-packages/pymodbus/client/base.py"", line 395, in execute |     raise ConnectionException(f""Failed to connect[{self!s}]"") | pymodbus.exceptions.ConnectionException: Modbus Error: [Connection] Failed to connect[ModbusTcpClient 10.0.0.15:502]","Connection to (10.0.0.15, 502) failed: [Errno 111] Connection refused | WRITE FAILED / BLOCKED: connection could not be established"
2026-05-08 12:49:06,mediated,12,10.0.0.11,1,0,1,64.5325,3067.7265,,READ SUCCESS: [0],WRITE FAILED / BLOCKED
2026-05-08 12:49:07,mediated,12,10.0.0.12,0,0,1,69.548,62.7207,,"Connection to (10.0.0.12, 502) failed: [Errno 111] Connection refused | Connection to (10.0.0.12, 502) failed: [Errno 111] Connection refused | Traceback (most recent call last): |   File ""/home/cornelius/AF-CDI-MediateLab/clients/modbus_read.py"", line 11, in <module> |     result = client.read_holding_registers(address=10, count=1, slave=1) |   File ""/home/cornelius/AF-CDI-MediateLab/venv/lib/python3.10/site-packages/pymodbus/client/mixin.py"", line 107, in read_holding_registers |     return self.execute( |   File ""/home/cornelius/AF-CDI-MediateLab/venv/lib/python3.10/site-packages/pymodbus/client/base.py"", line 395, in execute |     raise ConnectionException(f""Failed to connect[{self!s}]"") | pymodbus.exceptions.ConnectionException: Modbus Error: [Connection] Failed to connect[ModbusTcpClient 10.0.0.12:502]","Connection to (10.0.0.12, 502) failed: [Errno 111] Connection refused | WRITE FAILED / BLOCKED: connection could not be established"
2026-05-08 12:49:07,mediated,12,10.0.0.13,0,0,1,74.6399,56.9372,,"Connection to (10.0.0.13, 502) failed: [Errno 111] Connection refused | Connection to (10.0.0.13, 502) failed: [Errno 111] Connection refused | Traceback (most recent call last): |   File ""/home/cornelius/AF-CDI-MediateLab/clients/modbus_read.py"", line 11, in <module> |     result = client.read_holding_registers(address=10, count=1, slave=1) |   File ""/home/cornelius/AF-CDI-MediateLab/venv/lib/python3.10/site-packages/pymodbus/client/mixin.py"", line 107, in read_holding_registers |     return self.execute( |   File ""/home/cornelius/AF-CDI-MediateLab/venv/lib/python3.10/site-packages/pymodbus/client/base.py"", line 395, in execute |     raise ConnectionException(f""Failed to connect[{self!s}]"") | pymodbus.exceptions.ConnectionException: Modbus Error: [Connection] Failed to connect[ModbusTcpClient 10.0.0.13:502]","Connection to (10.0.0.13, 502) failed: [Errno 111] Connection refused | WRITE FAILED / BLOCKED: connection could not be established"
2026-05-08 12:49:07,mediated,12,10.0.0.14,0,0,1,62.5883,62.2114,,"Connection to (10.0.0.14, 502) failed: [Errno 111] Connection refused | Connection to (10.0.0.14, 502) failed: [Errno 111] Connection refused | Traceback (most recent call last): |   File ""/home/cornelius/AF-CDI-MediateLab/clients/modbus_read.py"", line 11, in <module> |     result = client.read_holding_registers(address=10, count=1, slave=1) |   File ""/home/cornelius/AF-CDI-MediateLab/venv/lib/python3.10/site-packages/pymodbus/client/mixin.py"", line 107, in read_holding_registers |     return self.execute( |   File ""/home/cornelius/AF-CDI-MediateLab/venv/lib/python3.10/site-packages/pymodbus/client/base.py"", line 395, in execute |     raise ConnectionException(f""Failed to connect[{self!s}]"") | pymodbus.exceptions.ConnectionException: Modbus Error: [Connection] Failed to connect[ModbusTcpClient 10.0.0.14:502]","Connection to (10.0.0.14, 502) failed: [Errno 111] Connection refused | WRITE FAILED / BLOCKED: connection could not be established"
2026-05-08 12:49:08,mediated,12,10.0.0.15,0,0,1,65.8461,57.8539,,"Connection to (10.0.0.15, 502) failed: [Errno 111] Connection refused | Connection to (10.0.0.15, 502) failed: [Errno 111] Connection refused | Traceback (most recent call last): |   File ""/home/cornelius/AF-CDI-MediateLab/clients/modbus_read.py"", line 11, in <module> |     result = client.read_holding_registers(address=10, count=1, slave=1) |   File ""/home/cornelius/AF-CDI-MediateLab/venv/lib/python3.10/site-packages/pymodbus/client/mixin.py"", line 107, in read_holding_registers |     return self.execute( |   File ""/home/cornelius/AF-CDI-MediateLab/venv/lib/python3.10/site-packages/pymodbus/client/base.py"", line 395, in execute |     raise ConnectionException(f""Failed to connect[{self!s}]"") | pymodbus.exceptions.ConnectionException: Modbus Error: [Connection] Failed to connect[ModbusTcpClient 10.0.0.15:502]","Connection to (10.0.0.15, 502) failed: [Errno 111] Connection refused | WRITE FAILED / BLOCKED: connection could not be established"
2026-05-08 12:49:11,mediated,13,10.0.0.11,1,0,1,60.345,3068.2481,,READ SUCCESS: [0],WRITE FAILED / BLOCKED
